País,Producto,Elemento,Año,Valor,Z_score
China,Energía,Emisiones (CO2eq) (AR5),2003,2731464.0,10.118777
Asia,Energía,Emisiones (CO2),1972,2731260.0,10.118014
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2008,2731208.5,10.117822
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1981,2731189.2,10.117749
Estados Unidos de América,Energía,Emisiones (CO2),1998,2730122.5,10.113759
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1993,2728220.5,10.106643
Europa oriental,Energía,Emisiones (CO2),1966,2727914.5,10.105498
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,2726970.5,10.101967
Estados Unidos de América,Energía,Emisiones (CO2),2010,2726307.8,10.099487
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,2725644.8,10.097007
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1996,2724845.8,10.094017
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,2723328.5,10.088341
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2019,2722159.0,10.083965
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,2721941.0,10.08315
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,2717049.8,10.064851
América septentrional,Energía,Emisiones (CO2),2022,2716984.2,10.064606
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1964,2716719.5,10.063616
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,2714384.8,10.054881
Estados Unidos de América,Energía,Emisiones (CO2),1997,2712928.2,10.049432
OECD,Suelos agrícolas,Emisiones (CO2),1999,2712248.2,10.046888
América septentrional,Energía,Emisiones (CO2),1992,2710340.5,10.039751
Europa,Energía,Emisiones (CO2),2019,2708844.5,10.034154
Américas,Suelos agrícolas,Emisiones (CO2),1997,2708171.5,10.031636
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,2707286.0,10.028323
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,2707243.8,10.028165
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2016,2707170.0,10.027889
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,2707059.8,10.027477
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,2706003.2,10.023524
Asia oriental,Energía,Emisiones (CO2),1981,2705708.5,10.022422
Asia,Suelos agrícolas,Emisiones (CO2),2003,2703195.2,10.013019
Países No-Anexo I,Energía,Emisiones (CO2),1971,2703156.8,10.012875
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,2702105.0,10.008941
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1988,2701927.8,10.008277
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,2700927.0,10.004533
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1990,2699705.8,9.999964
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1980,2697745.8,9.992632
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1998,2696172.5,9.986746
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1965,2692013.0,9.971185
América septentrional,Energía,Emisiones (CO2),2021,2689830.8,9.96302
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,2689812.8,9.962953
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2016,2689021.0,9.9599905
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,2688099.2,9.956542
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1987,2688005.0,9.95619
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1986,2686874.8,9.9519615
Asia oriental,Energía,Emisiones (CO2),1997,2685076.8,9.945234
OECD,Suelos agrícolas,Emisiones (CO2),1998,2684829.5,9.944309
OECD,Suelos agrícolas,Emisiones (CO2),1997,2684009.0,9.94124
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1963,2683180.2,9.93814
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,2683020.5,9.937542
Asia oriental,Energía,Emisiones (CO2),1999,2682214.8,9.934527
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2003,2681064.2,9.930223
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1994,2677034.0,9.915145
OECD,Suelos agrícolas,Emisiones (CO2),2018,2676253.5,9.912226
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2017,2676003.0,9.911288
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,2675613.5,9.909831
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,2673697.5,9.902663
Unión Europea (27),Energía,Emisiones (CO2),1968,2672735.0,9.899062
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1992,2672602.5,9.898566
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,2670303.5,9.889965
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,2667961.0,9.881202
Asia,Suelos agrícolas,Emisiones (CO2),1997,2666914.8,9.877288
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1991,2666543.8,9.875899
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,2664836.8,9.8695135
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1985,2664174.5,9.867036
OECD,Suelos agrícolas,Emisiones (CO2),2017,2663339.5,9.863912
Europa,Energía,Emisiones (CO2),2022,2662071.0,9.859166
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,2662064.5,9.859141
América septentrional,Energía,Emisiones (CO2),1990,2661337.8,9.856422
Estados Unidos de América,Energía,Emisiones (CO2),2011,2660300.8,9.852543
Estados Unidos de América,Energía,Emisiones (CO2),2009,2659456.2,9.849384
OECD,Suelos agrícolas,Emisiones (CO2),2009,2658917.8,9.847369
Américas,Suelos agrícolas,Emisiones (CO2),1996,2658230.2,9.844797
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,2657808.8,9.843221
Asia oriental,Energía,Emisiones (CO2),1996,2656875.2,9.839727
América septentrional,Energía,Emisiones (CO2),1991,2656525.2,9.838418
Asia oriental,Suelos agrícolas,Emisiones (CO2),2018,2655094.2,9.833065
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1964,2654912.0,9.832383
Europa,Energía,Emisiones (CO2),2021,2654563.2,9.831079
China,Energía,Emisiones (CO2),2004,2654212.5,9.829766
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1962,2654190.5,9.829683
Estados Unidos de América,Energía,Emisiones (CO2),1996,2654159.5,9.829568
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,2654156.5,9.829556
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,2652512.0,9.823404
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1984,2652169.2,9.822122
OECD,Suelos agrícolas,Emisiones (CO2),1996,2650696.2,9.816611
OECD,Suelos agrícolas,Emisiones (CO2),2016,2649342.5,9.811546
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,2648186.2,9.80722
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1990,2647280.2,9.803831
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),1991,2639707.8,9.775501
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1979,2639063.5,9.773091
Estados Unidos de América,Energía,Emisiones (CO2),2014,2636102.8,9.762014
Asia oriental,Energía,Emisiones (CO2),1978,2634452.5,9.75584
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1983,2634429.2,9.7557535
Países No-Anexo I,Otro,Emisiones (CO2eq) (AR5),1990,2630686.2,9.741751
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1990,2630293.8,9.740282
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2011,2629990.8,9.739148
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),1991,2626044.5,9.724384
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2002,2625102.0,9.720859
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2022,2623106.2,9.713392
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2006,2622818.2,9.712315
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2021,2621507.0,9.707409
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1982,2619941.2,9.701551
Asia,Suelos agrícolas,Emisiones (CO2),2002,2618952.8,9.697853
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),2014,2617753.5,9.693367
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1993,2617575.2,9.692699
OECD,Suelos agrícolas,Emisiones (CO2),2011,2617317.8,9.691736
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,2615112.0,9.683484
Américas,Suelos agrícolas,Emisiones (CO2),1995,2614747.0,9.682118
OECD,Suelos agrícolas,Emisiones (CO2),2019,2613793.0,9.67855
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1961,2613388.8,9.677037
Estados Unidos de América,Energía,Emisiones (CO2),2013,2609737.8,9.663379
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1963,2608503.8,9.658762
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2020,2606479.5,9.651189
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1978,2605837.0,9.648785
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,2605241.0,9.646555
Europa oriental,Energía,Emisiones (CO2),1965,2603332.0,9.639413
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2022,2597446.0,9.617393
Américas,Suelos agrícolas,Emisiones (CO2),1994,2596864.8,9.615218
Estados Unidos de América,Energía,Emisiones (CO2),1995,2595311.0,9.6094055
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1981,2593194.2,9.601486
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,2593083.0,9.60107
Estados Unidos de América,Energía,Emisiones (CO2),2015,2591222.8,9.5941105
"China, Continental",Energía,Emisiones (CO2eq) (AR5),2003,2589558.0,9.587882
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,2588069.8,9.5823145
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,2587642.2,9.580715
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1962,2586541.0,9.576595
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,2584180.5,9.567764
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,2584138.0,9.567605
Asia oriental,Suelos agrícolas,Emisiones (CO2),2017,2582532.5,9.561599
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2001,2581907.2,9.559259
OECD,Suelos agrícolas,Emisiones (CO2),2013,2581818.5,9.558928
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,2581663.8,9.558349
Asia,Energía,Emisiones (CO2),1971,2580900.8,9.555494
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1991,2579712.8,9.551049
Estados Unidos de América,Energía,Emisiones (CO2),1994,2575464.2,9.535155
Estados Unidos de América,Energía,Emisiones (CO2),2018,2574963.2,9.53328
Estados Unidos de América,Energía,Emisiones (CO2eq) (AR5),2021,2572560.0,9.52429
OECD,Suelos agrícolas,Emisiones (CO2),1995,2572208.0,9.522973
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1980,2572196.5,9.52293
OECD,Suelos agrícolas,Emisiones (CO2),2012,2570713.8,9.517383
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2017,2569597.8,9.513207
Américas,Suelos agrícolas,Emisiones (CO2),1993,2567810.8,9.506522
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2022,2567289.0,9.50457
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1977,2566785.8,9.502687
Asia oriental,Energía,Emisiones (CO2),1995,2566719.0,9.502438
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,2563837.5,9.491657
OECD,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,2563767.0,9.491394
Estados Unidos de América,Energía,Emisiones (CO2),2012,2561587.0,9.483238
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),2000,2557926.8,9.469544
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2021,2555655.8,9.461048
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2018,2554311.0,9.4560175
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1991,2553991.2,9.454821
Asia oriental,Energía,Emisiones (CO2),1998,2552032.2,9.447492
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),1990,2551723.2,9.446336
OECD,Suelos agrícolas,Emisiones (CO2),2014,2548354.8,9.433734
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2019,2548213.8,9.433207
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,2548110.0,9.432818
América septentrional,Energía,Emisiones (CO2),2020,2547127.2,9.429142
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2016,2546518.8,9.426865
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1993,2544526.5,9.419412
Asia oriental,Suelos agrícolas,Emisiones (CO2),2014,2541410.2,9.407753
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1979,2539338.8,9.400003
OECD,Suelos agrícolas,Emisiones (CO2),1994,2538701.8,9.39762
Estados Unidos de América,Energía,Emisiones (CO2),2019,2537613.5,9.393549
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1961,2537404.5,9.392767
Estados Unidos de América,Energía,Emisiones (CO2),1993,2537394.8,9.392731
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,2534616.2,9.382336
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,2533561.8,9.37839
Américas,Suelos agrícolas,Emisiones (CO2),1992,2532854.5,9.375745
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,2531918.2,9.372242
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1999,2529887.8,9.364646
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2015,2529804.8,9.364335
OECD,Suelos agrícolas,Emisiones (CO2),2015,2529506.5,9.363219
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,2526750.2,9.352907
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,2526426.0,9.351694
Europa,Energía,Emisiones (CO2),2020,2524875.0,9.345892
Asia,Suelos agrícolas,Emisiones (CO2eq) (AR5),1991,2523670.5,9.341386
Asia oriental,Suelos agrícolas,Emisiones (CO2),2013,2523022.8,9.338963
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,2522443.2,9.336795
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1978,2521239.5,9.332291
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,2521078.8,9.33169
Estados Unidos de América,Energía,Emisiones (CO2),2016,2520728.8,9.33038
OECD,Suelos agrícolas,Emisiones (CO2),2022,2517691.8,9.319018
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,2516653.8,9.315135
Asia oriental,Suelos agrícolas,Emisiones (CO2),2016,2516014.8,9.312744
Unión Europea (27),Energía,Emisiones (CO2),1967,2515557.2,9.311032
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,2513228.5,9.3023205
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1977,2513015.5,9.301523
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2014,2512815.5,9.300776
OECD,Suelos agrícolas,Emisiones (CO2),2021,2510858.5,9.293454
Asia oriental,Energía,Emisiones (CO2),1977,2509185.5,9.287195
"China, Continental",Energía,Emisiones (CO2),2004,2508853.0,9.285951
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1976,2508354.0,9.284084
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,2507540.2,9.281039
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,2506546.2,9.277321
Américas,Suelos agrícolas,Emisiones (CO2),1991,2506341.2,9.276554
Américas,Suelos agrícolas,Emisiones (CO2),1990,2505956.5,9.275115
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2013,2504150.2,9.268357
Estados Unidos de América,Energía,Emisiones (CO2),2017,2503286.2,9.265124
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,2503055.5,9.264261
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1976,2502056.0,9.260522
OECD,Suelos agrícolas,Emisiones (CO2),1993,2501592.8,9.258789
Mundo,Otro,Emisiones (CO2),2014,2501349.2,9.257878
Mundo,Otro,Emisiones (CO2),2019,2500750.0,9.255636
Mundo,Otro,Emisiones (CO2),2015,2500493.2,9.254676
Asia oriental,Suelos agrícolas,Emisiones (CO2),2015,2499386.5,9.250535
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,2499351.5,9.250404
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,2498889.8,9.248676
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,2498866.8,9.24859
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2011,2497061.5,9.241837
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1998,2495626.8,9.236469
Mundo,Otro,Emisiones (CO2),2021,2494930.0,9.233863
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1996,2494396.8,9.231868
Mundo,Otro,Emisiones (CO2),2022,2493486.0,9.22846
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,2493378.8,9.228059
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2012,2492070.5,9.223165
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,2492013.0,9.22295
Países No-Anexo I,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,2486805.0,9.203465
China,Energía,Emisiones (CO2),1989,2485241.2,9.197616
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1975,2484211.0,9.193761
Estados Unidos de América,Energía,Emisiones (CO2),1992,2483820.2,9.192299
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2013,2482321.2,9.186691
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2011,2481803.5,9.184754
China,Suelos agrícolas,Emisiones (CO2),2021,2481312.5,9.182917
Europa oriental,Energía,Emisiones (CO2),1964,2481099.0,9.182118
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2009,2479754.0,9.177087
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,2478203.8,9.171287
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1989,2478203.8,9.171287
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,2478089.0,9.170857
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2007,2477881.8,9.170082
Mundo,Otro,Emisiones (CO2),2018,2477039.0,9.166929
Américas,Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,2471773.5,9.14723
China,Suelos agrícolas,Emisiones (CO2),2022,2471772.8,9.147227
Asia oriental,Suelos agrícolas,Emisiones (CO2),2012,2469832.0,9.139967
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,2469588.0,9.139053
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2010,2469095.0,9.137209
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1975,2468327.0,9.134336
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2005,2468189.8,9.133822
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1995,2468095.8,9.133471
China,Energía,Emisiones (CO2),2003,2461223.8,9.107761
Unión Europea (27),Energía,Emisiones (CO2),1966,2459686.8,9.102012
Asia oriental,Energía,Emisiones (CO2eq) (AR5),1992,2458539.2,9.097718
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1997,2457797.5,9.094943
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),2009,2451510.5,9.071423
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,2450044.0,9.065936
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2002,2449771.5,9.064917
Mundo,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1974,2448137.5,9.058804
Países No-Anexo I,Energía,Emisiones (CO2),1970,2447233.2,9.055421
Mundo,Otro,Emisiones (CO2),2013,2446122.8,9.051266
OECD,Suelos agrícolas,Emisiones (CO2),1992,2444791.2,9.046285
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1988,2444321.0,9.044525
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1988,2444321.0,9.044525
Mundo,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2003,2441126.0,9.032573
